0;1;2;3;4;5;6;7;8;10;11;12;14;16;17;18;46;48;49
1;0;2;3;4;5;6;9;10;12;13;14;16;18;19;22;34;49
2;0;1;3;4;6;9;11;12;16;19
3;0;1;2;4;5;8;9;11;12;16;19
4;1;2;3;5;6;14;23
5;0;2;3;4;6;7;9;14
6;0;1;3;4;5;7;8;12
7;1;2;5;6;8;9;12;14;26;35
8;0;1;2;6;7;9;10;12
9;0;1;3;5;7;8;10;11
10;4;6;7;8;9;11;12
11;0;4;9;10;12;13;19;21
12;0;1;2;5;10;11;13;14;21
13;1;3;4;11;12;14;15
14;0;1;6;12;13;15;16
15;13;14;16;17
16;0;2;4;5;8;11;14;15;17;18;19;20;21;22;24;25;27;29;31;32;33;37;41;44;47
17;0;1;2;6;9;15;16;18;19;20;21;22;23;25;31;32;36;38;41;45;48
18;0;1;2;10;14;16;17;19;20;21;24
19;0;16;17;18;20;21;23;26;30;31;32;35
20;16;17;18;19;21;22;25;26;44;48
21;0;16;17;18;19;20;22;23;30;31;39;40
22;0;16;17;18;19;20;21;23;24;30;35
23;0;1;6;16;21;22;24;25;31
24;17;18;20;22;23;25;26;35;38;47
25;2;16;20;23;24;26;27;30
26;16;17;18;23;24;25;27;28;37
27;16;18;21;25;26;28;29;38;40
28;6;16;17;20;26;27;29;30;35;37
29;1;16;19;21;22;27;28;30;31
30;16;20;28;29;31;32
31;11;16;17;18;23;29;30;32;33
32;1;11;16;30;31;33;34;40
33;0;2;18;31;32;34;35
34;20;32;33;35;36;40
35;16;19;27;33;34;36;37;40
36;18;20;34;35;37;38;48
37;1;16;18;21;34;35;36;38;39
38;20;27;33;36;37;39;40;44
39;16;34;37;38;40;41
40;34;35;38;39;41;42;45
41;16;29;36;39;40;42;43
42;1;40;41;43;44
43;5;18;32;41;42;44;45
44;7;16;21;24;42;43;45;46
45;16;18;39;43;44;46;47
46;2;34;44;45;47;48
47;16;24;30;35;45;46;48;49
48;0;17;21;25;34;46;47;49
49;0;1;47;48
